,statment,emotion,og filename,sex,filenames
131,9,happy,1002_IWW_HAP_XX.wav,Female,Clean Audio/Clip_0131.wav
132,9,neutral,1002_IWW_NEU_XX.wav,Female,Clean Audio/Clip_0132.wav
133,9,sad,1002_IWW_SAD_XX.wav,Female,Clean Audio/Clip_0133.wav
134,10,anger,1002_MTI_ANG_XX.wav,Female,Clean Audio/Clip_0134.wav
135,10,disgust,1002_MTI_DIS_XX.wav,Female,Clean Audio/Clip_0135.wav
136,10,fear,1002_MTI_FEA_XX.wav,Female,Clean Audio/Clip_0136.wav
137,10,happy,1002_MTI_HAP_XX.wav,Female,Clean Audio/Clip_0137.wav
138,10,neutral,1002_MTI_NEU_XX.wav,Female,Clean Audio/Clip_0138.wav
139,10,sad,1002_MTI_SAD_XX.wav,Female,Clean Audio/Clip_0139.wav
140,11,anger,1002_TAI_ANG_XX.wav,Female,Clean Audio/Clip_0140.wav
141,11,disgust,1002_TAI_DIS_XX.wav,Female,Clean Audio/Clip_0141.wav
142,11,fear,1002_TAI_FEA_XX.wav,Female,Clean Audio/Clip_0142.wav
143,11,happy,1002_TAI_HAP_XX.wav,Female,Clean Audio/Clip_0143.wav
144,11,neutral,1002_TAI_NEU_XX.wav,Female,Clean Audio/Clip_0144.wav
145,11,sad,1002_TAI_SAD_XX.wav,Female,Clean Audio/Clip_0145.wav
146,12,anger,1002_TIE_ANG_XX.wav,Female,Clean Audio/Clip_0146.wav
147,12,disgust,1002_TIE_DIS_XX.wav,Female,Clean Audio/Clip_0147.wav
148,12,fear,1002_TIE_FEA_XX.wav,Female,Clean Audio/Clip_0148.wav
149,12,happy,1002_TIE_HAP_XX.wav,Female,Clean Audio/Clip_0149.wav
150,12,sad,1002_TIE_SAD_XX.wav,Female,Clean Audio/Clip_0150.wav
151,13,anger,1002_TSI_ANG_XX.wav,Female,Clean Audio/Clip_0151.wav
152,13,disgust,1002_TSI_DIS_XX.wav,Female,Clean Audio/Clip_0152.wav
153,13,fear,1002_TSI_FEA_XX.wav,Female,Clean Audio/Clip_0153.wav
154,13,happy,1002_TSI_HAP_XX.wav,Female,Clean Audio/Clip_0154.wav
155,13,neutral,1002_TSI_NEU_XX.wav,Female,Clean Audio/Clip_0155.wav
156,13,sad,1002_TSI_SAD_XX.wav,Female,Clean Audio/Clip_0156.wav
157,14,anger,1002_WSI_ANG_XX.wav,Female,Clean Audio/Clip_0157.wav
158,14,disgust,1002_WSI_DIS_XX.wav,Female,Clean Audio/Clip_0158.wav
159,14,fear,1002_WSI_FEA_XX.wav,Female,Clean Audio/Clip_0159.wav
160,14,happy,1002_WSI_HAP_XX.wav,Female,Clean Audio/Clip_0160.wav
161,14,neutral,1002_WSI_NEU_XX.wav,Female,Clean Audio/Clip_0161.wav
162,14,sad,1002_WSI_SAD_XX.wav,Female,Clean Audio/Clip_0162.wav
163,3,anger,1003_DFA_ANG_XX.wav,Female,Clean Audio/Clip_0163.wav
164,3,disgust,1003_DFA_DIS_XX.wav,Female,Clean Audio/Clip_0164.wav
165,3,fear,1003_DFA_FEA_XX.wav,Female,Clean Audio/Clip_0165.wav
166,3,happy,1003_DFA_HAP_XX.wav,Female,Clean Audio/Clip_0166.wav
167,3,neutral,1003_DFA_NEU_XX.wav,Female,Clean Audio/Clip_0167.wav
168,3,sad,1003_DFA_SAD_XX.wav,Female,Clean Audio/Clip_0168.wav
169,4,anger,1003_IEO_ANG_HI.wav,Female,Clean Audio/Clip_0169.wav
170,4,anger,1003_IEO_ANG_LO.wav,Female,Clean Audio/Clip_0170.wav
171,4,anger,1003_IEO_ANG_MD.wav,Female,Clean Audio/Clip_0171.wav
172,4,disgust,1003_IEO_DIS_HI.wav,Female,Clean Audio/Clip_0172.wav
173,4,disgust,1003_IEO_DIS_LO.wav,Female,Clean Audio/Clip_0173.wav
174,4,disgust,1003_IEO_DIS_MD.wav,Female,Clean Audio/Clip_0174.wav
175,4,fear,1003_IEO_FEA_HI.wav,Female,Clean Audio/Clip_0175.wav
176,4,fear,1003_IEO_FEA_LO.wav,Female,Clean Audio/Clip_0176.wav
177,4,fear,1003_IEO_FEA_MD.wav,Female,Clean Audio/Clip_0177.wav
178,4,happy,1003_IEO_HAP_HI.wav,Female,Clean Audio/Clip_0178.wav
179,4,happy,1003_IEO_HAP_LO.wav,Female,Clean Audio/Clip_0179.wav
180,4,happy,1003_IEO_HAP_MD.wav,Female,Clean Audio/Clip_0180.wav
181,4,neutral,1003_IEO_NEU_XX.wav,Female,Clean Audio/Clip_0181.wav
182,4,sad,1003_IEO_SAD_HI.wav,Female,Clean Audio/Clip_0182.wav
183,4,sad,1003_IEO_SAD_LO.wav,Female,Clean Audio/Clip_0183.wav
184,4,sad,1003_IEO_SAD_MD.wav,Female,Clean Audio/Clip_0184.wav
185,5,anger,1003_IOM_ANG_XX.wav,Female,Clean Audio/Clip_0185.wav
186,5,disgust,1003_IOM_DIS_XX.wav,Female,Clean Audio/Clip_0186.wav
187,5,fear,1003_IOM_FEA_XX.wav,Female,Clean Audio/Clip_0187.wav
188,5,happy,1003_IOM_HAP_XX.wav,Female,Clean Audio/Clip_0188.wav
189,5,neutral,1003_IOM_NEU_XX.wav,Female,Clean Audio/Clip_0189.wav
190,5,sad,1003_IOM_SAD_XX.wav,Female,Clean Audio/Clip_0190.wav
191,6,anger,1003_ITH_ANG_XX.wav,Female,Clean Audio/Clip_0191.wav
192,6,disgust,1003_ITH_DIS_XX.wav,Female,Clean Audio/Clip_0192.wav
193,6,fear,1003_ITH_FEA_XX.wav,Female,Clean Audio/Clip_0193.wav
194,6,happy,1003_ITH_HAP_XX.wav,Female,Clean Audio/Clip_0194.wav
195,6,neutral,1003_ITH_NEU_XX.wav,Female,Clean Audio/Clip_0195.wav
196,6,sad,1003_ITH_SAD_XX.wav,Female,Clean Audio/Clip_0196.wav
197,7,anger,1003_ITS_ANG_XX.wav,Female,Clean Audio/Clip_0197.wav
198,7,disgust,1003_ITS_DIS_XX.wav,Female,Clean Audio/Clip_0198.wav
199,7,fear,1003_ITS_FEA_XX.wav,Female,Clean Audio/Clip_0199.wav
200,7,happy,1003_ITS_HAP_XX.wav,Female,Clean Audio/Clip_0200.wav
201,7,neutral,1003_ITS_NEU_XX.wav,Female,Clean Audio/Clip_0201.wav
202,7,sad,1003_ITS_SAD_XX.wav,Female,Clean Audio/Clip_0202.wav
203,8,anger,1003_IWL_ANG_XX.wav,Female,Clean Audio/Clip_0203.wav
204,8,disgust,1003_IWL_DIS_XX.wav,Female,Clean Audio/Clip_0204.wav
205,8,fear,1003_IWL_FEA_XX.wav,Female,Clean Audio/Clip_0205.wav
206,8,happy,1003_IWL_HAP_XX.wav,Female,Clean Audio/Clip_0206.wav
207,8,neutral,1003_IWL_NEU_XX.wav,Female,Clean Audio/Clip_0207.wav
208,8,sad,1003_IWL_SAD_XX.wav,Female,Clean Audio/Clip_0208.wav
209,9,anger,1003_IWW_ANG_XX.wav,Female,Clean Audio/Clip_0209.wav
210,9,disgust,1003_IWW_DIS_XX.wav,Female,Clean Audio/Clip_0210.wav
211,9,fear,1003_IWW_FEA_XX.wav,Female,Clean Audio/Clip_0211.wav
212,9,happy,1003_IWW_HAP_XX.wav,Female,Clean Audio/Clip_0212.wav
213,9,neutral,1003_IWW_NEU_XX.wav,Female,Clean Audio/Clip_0213.wav
214,9,sad,1003_IWW_SAD_XX.wav,Female,Clean Audio/Clip_0214.wav
215,10,anger,1003_MTI_ANG_XX.wav,Female,Clean Audio/Clip_0215.wav
216,10,disgust,1003_MTI_DIS_XX.wav,Female,Clean Audio/Clip_0216.wav
217,10,fear,1003_MTI_FEA_XX.wav,Female,Clean Audio/Clip_0217.wav
218,10,happy,1003_MTI_HAP_XX.wav,Female,Clean Audio/Clip_0218.wav
219,10,neutral,1003_MTI_NEU_XX.wav,Female,Clean Audio/Clip_0219.wav
220,10,sad,1003_MTI_SAD_XX.wav,Female,Clean Audio/Clip_0220.wav
221,11,anger,1003_TAI_ANG_XX.wav,Female,Clean Audio/Clip_0221.wav
222,11,disgust,1003_TAI_DIS_XX.wav,Female,Clean Audio/Clip_0222.wav
223,11,fear,1003_TAI_FEA_XX.wav,Female,Clean Audio/Clip_0223.wav
224,11,happy,1003_TAI_HAP_XX.wav,Female,Clean Audio/Clip_0224.wav
225,11,neutral,1003_TAI_NEU_XX.wav,Female,Clean Audio/Clip_0225.wav
226,11,sad,1003_TAI_SAD_XX.wav,Female,Clean Audio/Clip_0226.wav
227,12,anger,1003_TIE_ANG_XX.wav,Female,Clean Audio/Clip_0227.wav
228,12,disgust,1003_TIE_DIS_XX.wav,Female,Clean Audio/Clip_0228.wav
229,12,fear,1003_TIE_FEA_XX.wav,Female,Clean Audio/Clip_0229.wav
230,12,happy,1003_TIE_HAP_XX.wav,Female,Clean Audio/Clip_0230.wav
231,12,neutral,1003_TIE_NEU_XX.wav,Female,Clean Audio/Clip_0231.wav
232,12,sad,1003_TIE_SAD_XX.wav,Female,Clean Audio/Clip_0232.wav
233,13,anger,1003_TSI_ANG_XX.wav,Female,Clean Audio/Clip_0233.wav
234,13,disgust,1003_TSI_DIS_XX.wav,Female,Clean Audio/Clip_0234.wav
235,13,fear,1003_TSI_FEA_XX.wav,Female,Clean Audio/Clip_0235.wav
236,13,happy,1003_TSI_HAP_XX.wav,Female,Clean Audio/Clip_0236.wav
237,13,neutral,1003_TSI_NEU_XX.wav,Female,Clean Audio/Clip_0237.wav
238,13,sad,1003_TSI_SAD_XX.wav,Female,Clean Audio/Clip_0238.wav
239,14,anger,1003_WSI_ANG_XX.wav,Female,Clean Audio/Clip_0239.wav
240,14,disgust,1003_WSI_DIS_XX.wav,Female,Clean Audio/Clip_0240.wav
241,14,fear,1003_WSI_FEA_XX.wav,Female,Clean Audio/Clip_0241.wav
242,14,happy,1003_WSI_HAP_XX.wav,Female,Clean Audio/Clip_0242.wav
243,14,neutral,1003_WSI_NEU_XX.wav,Female,Clean Audio/Clip_0243.wav
244,14,sad,1003_WSI_SAD_XX.wav,Female,Clean Audio/Clip_0244.wav
245,3,anger,1004_DFA_ANG_XX.wav,Female,Clean Audio/Clip_0245.wav
246,3,disgust,1004_DFA_DIS_XX.wav,Female,Clean Audio/Clip_0246.wav
247,3,fear,1004_DFA_FEA_XX.wav,Female,Clean Audio/Clip_0247.wav
248,3,happy,1004_DFA_HAP_XX.wav,Female,Clean Audio/Clip_0248.wav
249,3,neutral,1004_DFA_NEU_XX.wav,Female,Clean Audio/Clip_0249.wav
250,3,sad,1004_DFA_SAD_XX.wav,Female,Clean Audio/Clip_0250.wav
251,4,anger,1004_IEO_ANG_HI.wav,Female,Clean Audio/Clip_0251.wav
252,4,anger,1004_IEO_ANG_LO.wav,Female,Clean Audio/Clip_0252.wav
253,4,anger,1004_IEO_ANG_MD.wav,Female,Clean Audio/Clip_0253.wav
254,4,disgust,1004_IEO_DIS_HI.wav,Female,Clean Audio/Clip_0254.wav
255,4,disgust,1004_IEO_DIS_LO.wav,Female,Clean Audio/Clip_0255.wav
256,4,disgust,1004_IEO_DIS_MD.wav,Female,Clean Audio/Clip_0256.wav
257,4,fear,1004_IEO_FEA_HI.wav,Female,Clean Audio/Clip_0257.wav
258,4,fear,1004_IEO_FEA_LO.wav,Female,Clean Audio/Clip_0258.wav
259,4,fear,1004_IEO_FEA_MD.wav,Female,Clean Audio/Clip_0259.wav
260,4,happy,1004_IEO_HAP_HI.wav,Female,Clean Audio/Clip_0260.wav
261,4,happy,1004_IEO_HAP_LO.wav,Female,Clean Audio/Clip_0261.wav
262,4,happy,1004_IEO_HAP_MD.wav,Female,Clean Audio/Clip_0262.wav
263,4,neutral,1004_IEO_NEU_XX.wav,Female,Clean Audio/Clip_0263.wav
264,4,sad,1004_IEO_SAD_HI.wav,Female,Clean Audio/Clip_0264.wav
265,4,sad,1004_IEO_SAD_LO.wav,Female,Clean Audio/Clip_0265.wav
266,4,sad,1004_IEO_SAD_MD.wav,Female,Clean Audio/Clip_0266.wav
267,5,anger,1004_IOM_ANG_XX.wav,Female,Clean Audio/Clip_0267.wav
268,5,disgust,1004_IOM_DIS_XX.wav,Female,Clean Audio/Clip_0268.wav
269,5,fear,1004_IOM_FEA_XX.wav,Female,Clean Audio/Clip_0269.wav
270,5,happy,1004_IOM_HAP_XX.wav,Female,Clean Audio/Clip_0270.wav
271,5,neutral,1004_IOM_NEU_XX.wav,Female,Clean Audio/Clip_0271.wav
272,5,sad,1004_IOM_SAD_XX.wav,Female,Clean Audio/Clip_0272.wav
273,6,anger,1004_ITH_ANG_XX.wav,Female,Clean Audio/Clip_0273.wav
274,6,disgust,1004_ITH_DIS_XX.wav,Female,Clean Audio/Clip_0274.wav
275,6,fear,1004_ITH_FEA_XX.wav,Female,Clean Audio/Clip_0275.wav
276,6,happy,1004_ITH_HAP_XX.wav,Female,Clean Audio/Clip_0276.wav
277,6,neutral,1004_ITH_NEU_XX.wav,Female,Clean Audio/Clip_0277.wav
278,6,sad,1004_ITH_SAD_XX.wav,Female,Clean Audio/Clip_0278.wav
279,7,anger,1004_ITS_ANG_XX.wav,Female,Clean Audio/Clip_0279.wav
280,7,disgust,1004_ITS_DIS_XX.wav,Female,Clean Audio/Clip_0280.wav
281,7,fear,1004_ITS_FEA_XX.wav,Female,Clean Audio/Clip_0281.wav
282,7,happy,1004_ITS_HAP_XX.wav,Female,Clean Audio/Clip_0282.wav
283,7,neutral,1004_ITS_NEU_XX.wav,Female,Clean Audio/Clip_0283.wav
284,7,sad,1004_ITS_SAD_XX.wav,Female,Clean Audio/Clip_0284.wav
285,8,anger,1004_IWL_ANG_XX.wav,Female,Clean Audio/Clip_0285.wav
286,8,disgust,1004_IWL_DIS_XX.wav,Female,Clean Audio/Clip_0286.wav
287,8,fear,1004_IWL_FEA_XX.wav,Female,Clean Audio/Clip_0287.wav
288,8,happy,1004_IWL_HAP_XX.wav,Female,Clean Audio/Clip_0288.wav
289,8,neutral,1004_IWL_NEU_XX.wav,Female,Clean Audio/Clip_0289.wav
290,8,sad,1004_IWL_SAD_XX.wav,Female,Clean Audio/Clip_0290.wav
291,9,anger,1004_IWW_ANG_XX.wav,Female,Clean Audio/Clip_0291.wav
292,9,disgust,1004_IWW_DIS_XX.wav,Female,Clean Audio/Clip_0292.wav
293,9,fear,1004_IWW_FEA_XX.wav,Female,Clean Audio/Clip_0293.wav
294,9,happy,1004_IWW_HAP_XX.wav,Female,Clean Audio/Clip_0294.wav
295,9,neutral,1004_IWW_NEU_XX.wav,Female,Clean Audio/Clip_0295.wav
296,9,sad,1004_IWW_SAD_XX.wav,Female,Clean Audio/Clip_0296.wav
297,10,anger,1004_MTI_ANG_XX.wav,Female,Clean Audio/Clip_0297.wav
298,10,disgust,1004_MTI_DIS_XX.wav,Female,Clean Audio/Clip_0298.wav
299,10,fear,1004_MTI_FEA_XX.wav,Female,Clean Audio/Clip_0299.wav
300,10,happy,1004_MTI_HAP_XX.wav,Female,Clean Audio/Clip_0300.wav
301,10,neutral,1004_MTI_NEU_XX.wav,Female,Clean Audio/Clip_0301.wav
302,10,sad,1004_MTI_SAD_XX.wav,Female,Clean Audio/Clip_0302.wav
303,11,anger,1004_TAI_ANG_XX.wav,Female,Clean Audio/Clip_0303.wav
304,11,disgust,1004_TAI_DIS_XX.wav,Female,Clean Audio/Clip_0304.wav
305,11,fear,1004_TAI_FEA_XX.wav,Female,Clean Audio/Clip_0305.wav
306,11,happy,1004_TAI_HAP_XX.wav,Female,Clean Audio/Clip_0306.wav
307,11,neutral,1004_TAI_NEU_XX.wav,Female,Clean Audio/Clip_0307.wav
308,11,sad,1004_TAI_SAD_XX.wav,Female,Clean Audio/Clip_0308.wav
309,12,anger,1004_TIE_ANG_XX.wav,Female,Clean Audio/Clip_0309.wav
310,12,disgust,1004_TIE_DIS_XX.wav,Female,Clean Audio/Clip_0310.wav
311,12,fear,1004_TIE_FEA_XX.wav,Female,Clean Audio/Clip_0311.wav
312,12,happy,1004_TIE_HAP_XX.wav,Female,Clean Audio/Clip_0312.wav
313,12,neutral,1004_TIE_NEU_XX.wav,Female,Clean Audio/Clip_0313.wav
314,12,sad,1004_TIE_SAD_XX.wav,Female,Clean Audio/Clip_0314.wav
